ID tarea,Código,Problema,Responsable,Dirección,Fecha de reporte,Tiempo en cuarentena,Estado,Resultado,Subtipo del resultado,Responsable,Dirección de origen
13704538,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-030-025-02-02
13704537,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-030-025-02-02
13704536,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-030-025-02-02
13704535,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-030-025-02-02
13704534,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-030-025-02-02
13690139,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:50,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690138,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690137,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690136,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690135,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690134,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690133,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690132,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690131,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:49,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690129,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690128,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690127,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690126,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690125,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690124,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690123,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:48,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690122,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690121,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690120,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690119,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690118,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690117,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690116,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690115,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690114,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:47,24 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690113,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690112,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690111,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690110,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690109,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690107,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690106,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690105,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690104,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690103,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:46,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690102,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690101,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690100,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690099,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,25 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690098,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690097,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690096,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690095,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690094,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690093,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690092,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690091,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:45,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690090,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:44,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690089,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690088,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690087,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:44,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690086,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:44,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690085,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690084,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690083,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690082,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690081,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690080,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690079,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:44,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690078,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:44,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690077,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:44,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690076,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690075,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690074,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690073,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690072,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690071,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690070,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690069,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690068,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690067,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690066,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:43,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690065,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690064,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690063,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690062,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690061,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:43,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690060,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690059,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690058,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690057,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690056,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690055,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690054,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690053,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690052,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690051,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690050,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690049,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690048,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690047,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690046,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690045,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690044,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690043,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690042,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690041,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:42,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690040,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-04,2023-10-26 19:44:42,19 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Mariana,MS-2-038-017-04-05
13690039,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:41,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13690038,ONLE13905,Mal identificado,Agustina,MA-0-053-075-02-02,2023-10-26 19:44:41,20 min,Terminada,Mal identificado,Está mal identificado por el vendedor,Agustina,MS-2-038-017-04-05
13704533,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-030-025-02-02
13704532,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-030-025-02-02
13704531,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-030-025-02-02
13704530,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-026-015-02-02
13704529,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-026-015-02-02
13704528,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-026-019-03-02
13704527,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-026-019-03-02
13704526,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-026-019-03-02
13704525,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-026-019-03-02
13704524,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:26,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-026-019-03-02
13704523,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-008-02-02
13704522,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-008-02-02
13704521,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-008-02-02
13704520,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-01
13704519,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-01
13704518,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-01
13704517,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-033-009-01-01
13704516,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-033-009-01-01
13704515,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704514,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704513,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-033-009-01-02
13704512,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704511,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704510,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-01-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Mariana,ES-0-033-009-01-02
13704509,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704508,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:25,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-009-01-02
13704507,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704506,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704505,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704504,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704503,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704502,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704501,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704500,ZPBZ55385,Mal identificado,Agustina,EQ-0-053-005-02-02,2023-10-27 18:28:24,1 hs 20 min,Terminada,Mal identificado,Características divergente,Agustina,ES-0-033-010-03-01
13704247,JEBC39116,Dañado,flavia,MS-0-011-040-03-03,2023-10-27 18:25:49,3 hs 15 min,Terminada,Reacondicionado,Packaging con corte,maria,MS-0-011-040-03-03
13704230,WGZC72878,Dañado,Julian,EE-0-002-000-00-00,2023-10-27 18:24:01,9 min,Terminada,Reacondicionado,Packaging con corte,maria,QuP-0-001-000-00-00
13704149,FVNX45598,Dañado,Julian,DN-0-053-003-03-02,2023-10-27 18:15:26,3 hs 6 min,Terminada,Dañado,Faltan componentes,maria,QuP-0-001-000-00-00
13704055,GMRR66440,Dañado,palavecino,MS-1-016-037-03-01,2023-10-27 18:06:16,37 min,Terminada,Reacondicionado,Packaging con corte,Melisa,MS-1-016-037-03-01
